관광지명(소재지역),위도,경도,주소
아산스파비스,36.85607438,126.9805964,충남 아산시 음봉면 신수리 288-1
아산윤보선대통령생가,36.89727919,127.0184211,충남 아산시 둔포면 신항리 143-1
아산이충무공묘,36.85689716,127.0120657,충남 아산시 음봉면 삼거리 산 2-1
아산퍼스트빌리지공룡월드,36.89663058,127.0269454,충남 아산시 둔포면 신항리 17-3
아산평촌리석조약사여래입상,36.74436565,127.0079544,충남 아산시 송악면 평촌리 1-2
아산환경과학공원장영실과학관,36.79775041,126.9771555,충남 아산시 배미동 5-4
여민루,36.85430446,126.9538827,충남 아산시 영인면 아산리 412-2
영인산,36.8439477,126.9340163,충남 아산시 염치읍 강청리 산 34-2
영인산산림박물관,36.84305641,126.9406733,충남 아산시 염치읍 강청리 338-2
영인산자연휴양림,36.84057188,126.9500814,충남 아산시 영인면 아산리 산 56-1
온양민속박물관,36.79207543,127.0061891,충남 아산시 권곡동 403-1
온양온천지구,36.78323746,126.9990948,충남 아산시 온천동 242-10
온양향교,36.76300452,127.0158993,충남 아산시 읍내동 209
온주아문및동헌,36.76245627,127.0184616,충남 아산시 읍내동 370
외암민속마을,36.73022705,127.0166135,충남 아산시 송악면 외암리 188
월랑저수지,36.8464882,127.0760688,충남 아산시 음봉면 월랑리 211
윤정사,36.75542119,127.0597295,충남 아산시 배방읍 북수리 820-1
인취사(아산),36.78481174,126.92684,충남 아산시 신창면 읍내리 84
지중해마을,36.79695086,127.0616441,충남 아산시 탕정면 명암리 949-1
천안아산역동광장,36.79458012,127.1062223,충남 아산시 배방읍 장재리 1762
캔아트체험교실,36.77817521,127.0351295,충남 아산시 신동 208-2
파라다이스스파도고,36.76550844,126.8879982,충남 아산시 도고면 기곡리 180-1
피나클랜드,36.87370813,126.9272757,충남 아산시 영인면 월선리 346-2
현충사,36.80650704,127.0322782,충남 아산시 염치읍 백암리 298-1
광시한우거리,36.55007703,126.7741179,충남 예산군 광시면 광시리 77-3
남연군의묘,36.71874279,126.6238134,충남 예산군 덕산면 상가리 산 5-29
내포보부상촌,36.69122327,126.6500589,충남 예산군 덕산면 사동리 532
대련사,36.58734817,126.7817242,충남 예산군 광시면 동산리 397-1
대흥동헌,36.60645007,126.7884392,충남 예산군 대흥면 동서리 106-1
대흥향교,36.61144597,126.7824253,충남 예산군 대흥면 교촌리 538
덕산세계인형박물관,36.69261972,126.6630794,충남 예산군 덕산면 신평리 188-2
보덕사(예산),36.7189092,126.6355924,충남 예산군 덕산면 상가리 277
봉수산자연휴양림,36.59816814,126.7812064,충남 예산군 대흥면 상중리 산 11-1
상가리미륵불,36.72028405,126.6256371,충남 예산군 덕산면 상가리 25
수덕사,36.66332186,126.6226683,충남 예산군 덕산면 사천리 19
스플라스리솜,36.69394416,126.6563844,충남 예산군 덕산면 사동리 362
여사울성지,36.75669715,126.8238638,충남 예산군 신암면 신종리 122-4
예당관광지,36.63723521,126.8001896,충남 예산군 응봉면 후사리 448-1
예당호중앙생태공원,36.60874693,126.7929754,충남 예산군 대흥면 동서리
예산임존성,36.5917507,126.778547,충남 예산군 광시면 동산리 산 10
예산향교,36.68378157,126.8528871,충남 예산군 예산읍 향천리 132-1
예산황새공원,36.54310074,126.7995566,충남 예산군 광시면 대리 230
의좋은형제공원,36.60678389,126.7917378,충남 예산군 대흥면 상중리 274-1
이응로선생사적지(수덕여관),36.66075341,126.6220232,충남 예산군 덕산면 사천리 17-4
추사김정희선생고택·묘,36.74589137,126.799111,충남 예산군 신암면 용궁리 산 73-22
충남예산대흥&응봉(슬로시티),36.60669573,126.7902828,충남 예산군 대흥면 동서리 84-5
한국(문인)인장박물관,36.54704504,126.7503511,충남 예산군 광시면 운산리 256-2
한국고건축박물관,36.63261416,126.6106589,충남 예산군 덕산면 대동리 152-18
한국서예비림박물관,36.60560397,126.8481893,충남 예산군 신양면 녹문리 167
향천사(예산),36.69014945,126.8608059,충남 예산군 예산읍 향천리 57
화암사(예산),36.73845037,126.8004516,충남 예산군 신암면 용궁리 202
각원사,36.83364082,127.1971229,충남 천안시 동남구 안서동 171-3
광덕사(천안),36.67557814,127.042256,충남 천안시 동남구 광덕면 광덕리 640
광덕산,36.68781072,127.0278749,충남 아산시 송악면 마곡리
광덕산(아산),36.68781072,127.0278749,충남 아산시 송악면 마곡리
리각미술관,36.8208414,127.1859984,충남 천안시 동남구 유량동 4-1
목천향교,36.79964689,127.2290914,충남 천안시 동남구 목천읍 교촌리 129
박문수묘,36.79018297,127.2802284,충남 천안시 동남구 북면 은지리 산 1-1
성거산,36.85099725,127.2268002,충남 천안시 동남구 목천읍 송전리
