설치장소명,종류,경도,위도
왕십리역 6-1번 출구 교통섬,그늘막(고정형),127.038382,37.5612886
왕십리역 5번 출구 앞,그늘막(고정형),127.038382,37.5612886
응봉사거리(행당한신상가 앞),그늘막(고정형),127.0352577,37.5565087
삼부아파트 정문 앞,그늘막(고정형),127.0374482,37.5599987
왕십리역 교차로(지하철 3번 출구 앞) 교통섬,그늘막(고정형),127.0360792,37.5611965
왕십리역 4번 출구 앞,그늘막(고정형),127.038382,37.5612886
행당초등학교 앞 횡단보도,그늘막(고정형),127.0346474,37.5566893
행당역 1번 출구 앞,그늘막(고정형),127.0271186,37.5579013
대림아파트 후문(튼튼삐아제 어린이집 앞),그늘막(고정형),127.0250476,37.5569331
신한은행 앞,그늘막(고정형),127.0336678,37.5582474
논골사거리(대림아파트 앞),그늘막(고정형),127.0271186,37.5579013
응봉사거리(대림종합상가 앞) 교통섬,그늘막(고정형),127.0332646,37.5519304
응봉사거리(신동아아파트 천성교회 앞),그늘막(고정형),127.0295016,37.5502517
현대아파트 상가 앞,그늘막(고정형),127.0309542,37.5510465
응봉사거리(대림종합상가 응봉역 방면) 마을버스 정류장,그늘막(고정형),127.0332646,37.5519304
금호사거리(만족오향족발 앞) 교통섬,그늘막(고정형),127.0260607,37.5485173
금호파크힐스 117동 앞 교통섬,그늘막(고정형),127.0245953,37.5529406
금호힐오피스텔 앞 교통섬,그늘막(고정형),127.0257122,37.5516712
논골사거리(구시다 앞),그늘막(고정형),127.0245769,37.555862
논골사거리(성동온누리약국 앞),그늘막(고정형),127.0249802,37.5553969
금호고등학교 앞 횡단보도,그늘막(고정형),127.0237374,37.5534379
금호파크힐스 101동 앞 출입 게이트,그늘막(고정형),127.0229844,37.5545452
금호파크힐스 109동 앞 출입 게이트,그늘막(고정형),127.0229844,37.5545452
대현교회 앞,그늘막(고정형),127.0223516,37.5552397
싱글벙글세탁소 앞,그늘막(고정형),127.0243878,37.5575176
성동중앙교회 앞,그늘막(고정형),127.0244745,37.5533566
금호1가 주민센터 앞 마을버스 정류장,그늘막(고정형),127.021058,37.5555902
래미안 하이리버(102동)상가 앞 교통섬,그늘막(고정형),127.0245415,37.551292
금호사거리(서울강냉이 앞) 교통섬,그늘막(고정형),127.0255001,37.5482804
금호2-3가동 주민센터 앞(금호자이1차 101동 앞),그늘막(고정형),127.0211714,37.5533808
신금호 파크자이 정문 앞,그늘막(고정형),127.020416,37.5530275
신금호역2번 출구 앞 횡단보도,그늘막(고정형),127.0197747,37.5550087
금호대우아파트(201동 앞) 마을버스 정류장,그늘막(고정형),127.0196834,37.5459724
금호역 교차로(3번출구 앞),그늘막(고정형),127.0153251,37.548031
독서당 인문아카데미 앞,그늘막(고정형),127.0251703,37.5456282
힐스테이트 서울숲 리버 정문 앞,그늘막(고정형),127.0265652,37.5468032
금호사거리(무쇠막 생고기 앞) 교통섬,그늘막(고정형),127.0254632,37.5477762
금호사거리(하나가구인테리어 앞) 교통섬,그늘막(고정형),127.0260262,37.5478237
금남시장 교차로(다이소 앞),그늘막(고정형),127.0216203,37.5478491
금호대우아파트 정문 앞,그늘막(고정형),127.0222651,37.5467569
서울숲푸르지오 2차(211동 앞) 마을버스정류장,그늘막(고정형),127.0240435,37.5461582
금호삼성래미안아파트 입구 앞(성동구보훈회관 맞은편),그늘막(고정형),127.0273174,37.5481696
래미안 옥수리버젠 상가 앞,그늘막(고정형),127.0138463,37.5449597
래미안 옥수리버젠 108동 앞,그늘막(고정형),127.0138463,37.5449597
래미안 옥수리버젠 112동 앞,그늘막(고정형),127.0138463,37.5449597
래미안 옥수리버젠 201동 앞,그늘막(고정형),127.0147634,37.5463573
e-편한세상 옥수파크힐스 101동 앞,그늘막(고정형),127.012034,37.5465512
옥수강변풍림아이원 건너편(옥수자전거대여소 앞),그늘막(고정형),127.019413,37.5421718
옥수강변풍림아이원 앞 교통섬,그늘막(고정형),127.019413,37.5421718
117동,그늘막(고정형),127.013891,37.5483322
맑은샘 어린이집 앞,그늘막(고정형),127.0133818,37.5465851
e-편한세항 옥수파크힐스 102동 앞,그늘막(고정형),127.013891,37.5483322
옥수동 루터교회 앞,그늘막(고정형),127.0128348,37.5492251
옥수동 루터교회 앞(금옥어린이집 방향),그늘막(고정형),127.0128348,37.5492251
옥수역 퀸즈베이커리 앞(옥수역 3번출구),그늘막(고정형),127.0169279,37.5413526
성동구민 종합체육센터 주차장 앞,그늘막(고정형),127.0440944,37.5457558
성수대교북단 교차로(삼표레미콘 방향) 교통섬,그늘막(고정형),127.0353728,37.5452163
서술숲입구 교차로(서울숲 글귀 앞) 교통섬,그늘막(고정형),127.0353728,37.5452163
성수대교 북단 교차로(서울숲 10번 출입구 앞),그늘막(고정형),127.0359587,37.5461111
성수대교북단 교차로(서울숲11번 출입구 앞),그늘막(고정형),127.0353728,37.5452163
성수대교북단 교차로(서울숲 9번 출입구 앞),그늘막(고정형),127.0359587,37.5461111
경동초등학교 앞 교차로 교통섬,그늘막(고정형),127.0504404,37.5430599
언더스탠드 에비뉴(서울숲 역 방향) 횡단보도,그늘막(고정형),127.0436433,37.5436067
경일초등학교 정문 앞,그늘막(고정형),127.0470515,37.5404342
아크로 서울포레스트 앞,그늘막(고정형),127.0438576,37.5443796
트리마제 CU 앞,그늘막(고정형),127.045046,37.5388236
서울숲입구 교차로(스타벅스 앞),그늘막(고정형),127.0449555,37.5418696
뚝도 아리수 정수센터 입구 작은 교통섬,그늘막(고정형),127.0451049,37.5403674
트리마제 앞 횡단보도,그늘막(고정형),127.0462634,37.539714
뚝섬역 교차로(SK-LPG 충전소 앞) 교통섬,그늘막(고정형),127.0449079,37.5488004
뚝섬역 교차로(국민은행 서울숲지점 앞),그늘막(고정형),127.0441855,37.5478281
뚝섬역 교차로(빵굽는작은마을 앞),그늘막(고정형),127.0451425,37.5477545
뚝섬역 4번 출구 앞 횡단보도,그늘막(고정형),127.0492521,37.5468122
뚝섬역 5번 출구 앞 횡단보도 건너편,그늘막(고정형),127.0491136,37.5464424
코오롱디지털타워3차 앞 횡단보도,그늘막(고정형),127.0497144,37.5468667
성동교사거리 북서(성동교 인근 광고게시대 앞 횡단보도),그늘막(고정형),127.0439457,37.5516574
성동교사거리 남서(성동교 인근 광고게시대 앞 횡단보도 맞은편),그늘막(고정형),127.044584,37.5514108
성수2가1동 주민센터 앞 교통섬,그늘막(고정형),127.0540852,37.5395265
태진운수 앞 버스정류장,그늘막(고정형),127.0558386,37.5356633
SD웨딩센터 앞,그늘막(고정형),127.0603124,37.5378366
상원삼거리(GS-LPG충전소 앞),그늘막(고정형),127.0523124,37.5505016
성수역 2번 출구 횡단보도 건너편,그늘막(고정형),127.057316,37.5445676
화양사거리(삼천리자전거 앞),그늘막(고정형),127.0668075,37.5479781
성수사거리(GS칼텍스 앞),그늘막(고정형),127.0634301,37.5420525
성수실업 앞,그늘막(고정형),127.0579343,37.5460858
보문빌딩 앞,그늘막(고정형),127.0573826,37.5463106
성수아이파크 상가(예스부동산 앞),그늘막(고정형),127.0566112,37.5474072
성수사거리(BMW 매장 앞),그늘막(고정형),127.0644007,37.5435247
성수 SK V1 CENTER II,그늘막(고정형),127.0662977,37.5471288
치과의사회관 건물 횡단보도 건너편,그늘막(고정형),127.058462,37.548478
현대오일뱅크 앞 횡단보도,그늘막(고정형),127.0578468,37.548454
센스빌오피스텔 앞 횡단보도 맞은편,그늘막(고정형),127.0557219,37.5493643
코오롱디지털타워3차 대각선 방향 횡단보도,그늘막(고정형),127.0504771,37.5459497
왕약국 앞,그늘막(고정형),127.0656747,37.5484318
센스빌오피스텔 앞 횡단보도,그늘막(고정형),127.0563644,37.549689
삼일철강 앞(성수2가3동주민센터 정류장),그늘막(고정형),127.0548039,37.5502271
신답역 교차로(前 명문예식장 앞),그늘막(고정형),127.0484006,37.5690856
신답역 교차로(용답휴식공원 앞),그늘막(고정형),127.0481636,37.5698973
답십리역 사거리(파리바게트 앞),그늘막(고정형),127.0558641,37.5642365
답십리역 8번출구 앞,그늘막(고정형),127.0514263,37.567368
용답동 공영주차장 앞,그늘막(고정형),127.0565868,37.5631699
현대자동차 성동지점 앞,그늘막(고정형),127.0665544,37.5608197
서울교통공사 사거리(타이어뱅크 앞) 교통섬,그늘막(고정형),127.0581108,37.5624079
"장한평역 7,8번 출구 앞 교통섬",그늘막(고정형),127.0644409,37.5610307
화양사거리 KEB하나은행 앞,그늘막(고정형),127.0677085,37.5480602
능동로 분수광장,그늘막(고정형),127.0737253,37.5425408
어린이대공원 3번 출구 앞,그늘막(고정형),127.0739626,37.5471331
성수사거리 기아자동차 앞,그늘막(고정형),127.0646508,37.5423197
건대입구역 2번 출구 앞,그늘막(고정형),127.0705256,37.5403776
나래문화사,그늘막(고정형),127.076516,37.5460129
옥루몽,그늘막(고정형),127.0736371,37.5470395
건대입구역 4번출구,그늘막(스마트형),127.072107,37.5404425
능동로 분수광장,그늘막(스마트형),127.0737253,37.5425408
횡단보도,그늘막(스마트형),127.0658448,37.5445063
면목로 교차로 KEB 하나은행 앞,그늘막(고정형),127.076627,37.557892
면목로 교차로 모델하우스 건물 앞,그늘막(고정형),127.076627,37.557892
어린이대공원역 교차로 광진광장 앞,그늘막(고정형),127.0733176,37.5477325
화양사거리 티월드 앞,그늘막(고정형),127.067927,37.5485235
군자 메가박스,그늘막(고정형),127.0783384,37.5557895
화양삼거리 두산위브파크 앞,그늘막(고정형),127.0710871,37.5484375
어린이대공원 광진광장 앞,그늘막(고정형),127.0733176,37.5477325
글터빌딩 앞,그늘막(고정형),127.0695355,37.5514385
한길약국 앞,그늘막(고정형),127.0713405,37.5546662
군자경로당 앞,그늘막(고정형),127.0728712,37.5543784
인정순복음교회,그늘막(고정형),127.0704544,37.5530854
버거킹 어린이대공원점,그늘막(고정형),127.0763531,37.5519413
고봉민김밥,그늘막(고정형),127.0775821,37.5542595
광진 동양파라곤 2단지,그늘막(스마트형),127.0697258,37.548475
르노삼성자동차 앞,그늘막(고정형),127.0773554,37.5584223
용마사거리  T월드 앞,그늘막(고정형),127.0822682,37.5627248
군자역 2번출구 앞,그늘막(고정형),127.0792815,37.5576577
중곡1동 사거리 교촌치킨 앞,그늘막(고정형),127.0805109,37.5626708
CU편의점 앞,그늘막(고정형),127.0806737,37.5598152
용마사거리 장터숯불갈비 앞,그늘막(고정형),127.0819075,37.5622358
현대오일뱅크,그늘막(고정형),127.0777046,37.5658562
군자차바닥,그늘막(고정형),127.0767939,37.5643299
동부자동차공업사,그늘막(고정형),127.0765892,37.5639732
그린팜마트 군자점,그늘막(고정형),127.0769569,37.558568
우성빌라 앞 버스정류장,그늘막(스마트형),127.0770984,37.5658946
군자역 3번 출구 횡단보도,그늘막(고정형),127.0799164,37.5573989
아차산역 삼거리,그늘막(고정형),127.0882856,37.5540059
"구, 새마을금고 앞",그늘막(스마트형),127.0871061,37.561431
더 클래식 앞 버스정류장,그늘막(스마트형),127.0840687,37.561129
중곡사거리 교통섬,그늘막(스마트형),127.0873633,37.5592744
천호대로 하나은행 앞,그늘막(스마트형),127.0821671,37.556515
중랑천 족구장,그늘막(고정형),127.0780027,37.5674868
중랑천 게이트볼장,그늘막(고정형),127.0780027,37.5674868
중곡역 1번출구 앞,그늘막(고정형),127.0857923,37.5650124
중곡역 2번출구 앞,그늘막(고정형),127.0842524,37.5662648
두남빌딩 GS25 편의점 앞,그늘막(고정형),127.0788535,37.5679452
前 삼십팔미리 부지 주변,그늘막(고정형),127.0854325,37.5683771
중곡역 2번출구,그늘막(고정형),127.0835417,37.5640686
동신안전 ~ 다비다식당,그늘막(스마트형),127.0797671,37.5696995
중곡아파트 앞 마을버스 정류장,그늘막(스마트형),127.0784143,37.5667787
중곡문화체육센터 앞,그늘막(스마트형),127.0847326,37.5677968
장평교 교차로 교통섬,그늘막(스마트형),127.0803443,37.5713195
용마빌딩 앞(능동로 방면),그늘막(스마트형),127.0858755,37.5682901
용마빌딩 앞(용마산로 방면),그늘막(스마트형),127.0858755,37.5682901
국립정신건강센터 앞,그늘막(스마트형),127.0857923,37.5650124
대원외고 앞 사거리,그늘막(고정형),127.0907178,37.5635074
중곡4동 92-47 앞,그늘막(고정형),127.0883999,37.5562066
SK아파트 상가 앞 횡단보도,그늘막(고정형),127.0864947,37.5688657
피코야,그늘막(고정형),127.0897322,37.5526145
소망슈퍼 앞,그늘막(스마트형),127.0930904,37.5548726
어린이대공원역 교차로 교통섬,그늘막(고정형),127.0733176,37.5477325
아차산역 삼거리 기아자동차,그늘막(고정형),127.0878454,37.5534292
어린이대공원 후문,그늘막(고정형),127.0887608,37.5527037
어린이회관 앞,그늘막(고정형),127.0754399,37.5474429
구의사거리 구의문 주차장,그늘막(고정형),127.0853298,37.5454168
서울시민안전체험관 앞,그늘막(고정형),127.081578,37.5495886
군자 메가박스 맞은편,그늘막(고정형),127.0788007,37.5554427
문화관 앞,그늘막(고정형),127.0778337,37.5468015
어린이대공원 정문 앞,그늘막(스마트형),127.081578,37.5495886
삼익가구 앞,그늘막(스마트형),127.0853328,37.5545405
올림픽대교 북단 교차로 녹지대,그늘막(고정형),127.0953041,37.541167
광장사거리 교통섬,그늘막(고정형),127.1033877,37.5444558
광진청소년수련관 앞 교차로,그늘막(고정형),127.1065122,37.5461887
신동아 파밀리에 앞,그늘막(고정형),127.1065122,37.5461887
현대아파트 5단지 방음벽 앞,그늘막(고정형),127.1000979,37.5397145
광나루역 3번출구,그늘막(고정형),127.1041888,37.5431583
광장이노빌,그늘막(고정형),127.0943665,37.5432061
광진구민체육센터 횡단보도,그늘막(고정형),127.1080752,37.5471207
광진정보도서관 앞,그늘막(스마트형),127.1106061,37.5510808
현대3차아파트,그늘막(스마트형),127.0986045,37.5406205
05-514 광나루현대아파트,그늘막(스마트형),127.1075054,37.5468092
상가동 버스정류장,그늘막(스마트형),127.1085548,37.5470808
,그늘막(스마트형),127.0933729,37.5438588
올림픽대교 북단 교차로 종로상회,그늘막(스마트형),127.0953041,37.541167
광장사거리 광나루역 4번출구,그늘막(스마트형),127.1033877,37.5444558
광진청소년센터 앞,그늘막(스마트형),127.1074724,37.5463418
아차산로 613 교통섬,그늘막(스마트형),127.106629,37.5478706
자양사거리 GS칼텍스 주유소 앞,그늘막(고정형),127.0831638,37.5370079
건대부중고 앞,그늘막(고정형),127.0833362,37.5411537
구청 앞 사거리 녹지대 앞,그늘막(고정형),127.0824491,37.5384193
